game_date,home_team,away_team,home_score,away_score,stadium,total_yards,rush_attempts,pass_attempts,completions,first_downs,third_down_attempts,third_down_conv,fourth_down_attempts,fourth_down_conv,turnovers,penalty_yards,season,week,home_win,away_win,tie,home_total_yards,away_total_yards,home_rush_attempts,away_rush_attempts,home_pass_attempts,away_pass_attempts,home_completions,away_completions,home_first_downs,away_first_downs,home_third_down_attempts,away_third_down_attempts,home_third_down_conv,away_third_down_conv,home_fourth_down_attempts,away_fourth_down_attempts,home_fourth_down_conv,away_fourth_down_conv,home_turnovers,away_turnovers,home_penalty_yards,away_penalty_yards,home_completion_pct,away_completion_pct,home_third_down_pct,away_third_down_pct,home_fourth_down_pct,away_fourth_down_pct,home_yards_per_play,away_yards_per_play,game_id,h2h_games,h2h_home_wins,h2h_away_wins,h2h_avg_point_diff,home_team_opponent,away_team_opponent,home_score_opponent,away_score_opponent,stadium_opponent,total_yards_opponent,rush_attempts_opponent,pass_attempts_opponent,completions_opponent,first_downs_opponent,third_down_attempts_opponent,third_down_conv_opponent,fourth_down_attempts_opponent,fourth_down_conv_opponent,turnovers_opponent,penalty_yards_opponent,home_win_opponent,away_win_opponent,tie_opponent,home_total_yards_opponent,away_total_yards_opponent,home_rush_attempts_opponent,away_rush_attempts_opponent,home_pass_attempts_opponent,away_pass_attempts_opponent,home_completions_opponent,away_completions_opponent,home_first_downs_opponent,away_first_downs_opponent,home_third_down_attempts_opponent,away_third_down_attempts_opponent,home_third_down_conv_opponent,away_third_down_conv_opponent,home_fourth_down_attempts_opponent,away_fourth_down_attempts_opponent,home_fourth_down_conv_opponent,away_fourth_down_conv_opponent,home_turnovers_opponent,away_turnovers_opponent,home_penalty_yards_opponent,away_penalty_yards_opponent,home_completion_pct_opponent,away_completion_pct_opponent,home_third_down_pct_opponent,away_third_down_pct_opponent,home_fourth_down_pct_opponent,away_fourth_down_pct_opponent,home_yards_per_play_opponent,away_yards_per_play_opponent,home_total_yards_rolling,away_total_yards_rolling,home_rush_attempts_rolling,away_rush_attempts_rolling,home_pass_attempts_rolling,away_pass_attempts_rolling,home_completions_rolling,away_completions_rolling,home_first_downs_rolling,away_first_downs_rolling,home_third_down_attempts_rolling,away_third_down_attempts_rolling,home_third_down_conv_rolling,away_third_down_conv_rolling,home_fourth_down_attempts_rolling,away_fourth_down_attempts_rolling,home_fourth_down_conv_rolling,away_fourth_down_conv_rolling,home_turnovers_rolling,away_turnovers_rolling,home_penalty_yards_rolling,away_penalty_yards_rolling,home_completion_pct_rolling,away_completion_pct_rolling,home_third_down_pct_rolling,away_third_down_pct_rolling,home_fourth_down_pct_rolling,away_fourth_down_pct_rolling,home_yards_per_play_rolling,away_yards_per_play_rolling,home_streak,away_streak,weather_impact,home_total_plays,away_total_plays,home_epa_per_play,away_epa_per_play,home_success_rate,away_success_rate,home_explosive_rate,away_explosive_rate,home_last3_wins,away_last3_wins,home_last3_win_pct,away_last3_win_pct,home_last3_points,away_last3_points,home_last3_points_allowed,away_last3_points_allowed,home_last5_wins,away_last5_wins,home_last5_win_pct,away_last5_win_pct,home_last5_points,away_last5_points,home_last5_points_allowed,away_last5_points_allowed,home_point_diff_momentum,away_point_diff_momentum,home_win_pct_season,away_win_pct_season,point_differential,abs_point_differential,late_season,must_win_home,must_win_away,close_game,one_score_game,two_score_game,home_pass_efficiency,away_pass_efficiency,home_yards_per_pass,away_yards_per_pass,home_yards_per_rush,away_yards_per_rush,home_pass_ratio,away_pass_ratio,home_third_down_efficiency,away_third_down_efficiency,home_fourth_down_efficiency,away_fourth_down_efficiency,home_division,away_division,division_game,home_div_record,away_div_record,game_hour,is_primetime,is_afternoon,is_early,is_sunday,is_monday,is_thursday,home_primetime_record,away_primetime_record,home_season_wins,home_season_games,home_season_winpct,home_points_scored,home_point_diff,away_season_wins,away_season_games,away_season_winpct,away_points_scored,away_point_diff,win_pct_diff,point_diff_advantage,scoring_diff,home_season_winpct_rank,away_season_winpct_rank,home_points_scored_rank,away_points_scored_rank,home_point_diff_rank,away_point_diff_rank
2020-09-20,ARI,WAS,30.0,15.0,State Farm Stadium,754.0,56.0,79.0,45.0,41.0,29.0,11.0,3.0,3.0,4.0,139.0,2020,28,1,0,0,754.0,754.0,56.0,56.0,79.0,79.0,45.0,45.0,41.0,41.0,29.0,29.0,11.0,11.0,3.0,3.0,3.0,3.0,4.0,4.0,139.0,139.0,0.569620253164557,0.569620253164557,0.3793103448275862,0.3793103448275862,1.0,1.0,5.5851851851851855,5.5851851851851855,283,0,0,0,0.0,ARI,WAS,30.0,15.0,State Farm Stadium,754.0,56.0,79.0,45.0,41.0,29.0,11.0,3.0,3.0,4.0,139.0,1,0,0,754.0,754.0,56.0,56.0,79.0,79.0,45.0,45.0,41.0,41.0,29.0,29.0,11.0,11.0,3.0,3.0,3.0,3.0,4.0,4.0,139.0,139.0,0.569620253164557,0.569620253164557,0.3793103448275862,0.3793103448275862,1.0,1.0,5.5851851851851855,5.5851851851851855,723.3333333333334,677.0,54.666666666666664,54.333333333333336,70.0,74.0,45.0,38.333333333333336,42.0,37.666666666666664,23.666666666666668,26.0,10.0,8.666666666666666,3.6666666666666665,2.6666666666666665,1.6666666666666667,1.3333333333333333,3.6666666666666665,4.0,87.33333333333333,86.0,0.6459075491575171,0.5208465608465608,0.4307359307359307,0.33487654320987653,0.5499999999999999,0.5833333333333334,5.783215010405963,5.272128859519198,1,1,False,135.0,135.0,4.2518518518518515,4.2518518518518515,0.3037037037037037,0.3037037037037037,0.27925925925925926,0.27925925925925926,1.0,1.0,0.3333333333333333,0.3333333333333333,20.666666666666668,20.0,27.0,29.333333333333332,2.0,1.0,0.4,0.2,24.2,15.6,28.4,26.2,-6.333333333333333,-9.333333333333334,1.0,0.0,15.0,15.0,True,False,False,False,False,False,0.569620253164557,0.569620253164557,9.544303797468354,9.544303797468354,13.464285714285714,13.464285714285714,0.5851851851851851,0.5851851851851851,0.3793103448275862,0.3793103448275862,1.0,1.0,NFC_WEST,NFC_EAST,False,0.5,0.5,0,False,False,True,True,False,False,,,1.0,1,1.0,30.0,15.0,1.0,1,1.0,15.0,-15.0,0.0,30.0,15.0,6,6,6,1,8,1
2020-09-20,HOU,BAL,16.0,33.0,NRG Stadium,711.0,54.0,68.0,43.0,41.0,23.0,8.0,3.0,2.0,2.0,43.0,2020,29,0,1,0,711.0,711.0,54.0,54.0,68.0,68.0,43.0,43.0,41.0,41.0,23.0,23.0,8.0,8.0,3.0,3.0,2.0,2.0,2.0,2.0,43.0,43.0,0.6323529411764706,0.6323529411764706,0.34782608695652173,0.34782608695652173,0.6666666666666666,0.6666666666666666,5.827868852459017,5.827868852459017,284,1,0,1,34.0,HOU,BAL,16.0,33.0,NRG Stadium,711.0,54.0,68.0,43.0,41.0,23.0,8.0,3.0,2.0,2.0,43.0,0,1,0,711.0,711.0,54.0,54.0,68.0,68.0,43.0,43.0,41.0,41.0,23.0,23.0,8.0,8.0,3.0,3.0,2.0,2.0,2.0,2.0,43.0,43.0,0.6323529411764706,0.6323529411764706,0.34782608695652173,0.34782608695652173,0.6666666666666666,0.6666666666666666,5.827868852459017,5.827868852459017,765.6666666666666,630.3333333333334,55.0,57.333333333333336,74.0,67.66666666666667,42.666666666666664,38.333333333333336,45.666666666666664,40.333333333333336,23.666666666666668,25.0,11.333333333333334,9.333333333333334,3.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,2.0,3.6666666666666665,101.66666666666667,125.66666666666667,0.5761848141401874,0.5701825951825952,0.47438672438672436,0.38103864734299514,0.5,0.3333333333333333,5.940385392385392,5.059383879781421,-2,13,True,122.0,122.0,5.090163934426229,5.090163934426229,0.3360655737704918,0.3360655737704918,0.29139344262295086,0.29139344262295086,1.0,3.0,0.3333333333333333,1.0,22.0,33.333333333333336,31.666666666666668,12.666666666666666,3.0,5.0,0.6,1.0,22.6,35.8,27.2,13.4,-9.666666666666666,20.666666666666668,0.0,1.0,-17.0,17.0,True,False,False,False,False,False,0.6323529411764706,0.6323529411764706,10.455882352941176,10.455882352941176,13.166666666666666,13.166666666666666,0.5573770491803278,0.5573770491803278,0.34782608695652173,0.34782608695652173,0.6666666666666666,0.6666666666666666,AFC_SOUTH,AFC_NORTH,False,0.5,0.5,0,False,False,True,True,False,False,,,0.0,1,0.0,16.0,-17.0,0.0,1,0.0,33.0,17.0,0.0,-34.0,-17.0,1,1,1,8,1,8
2020-09-20,LAC,KC,20.0,23.0,SoFi Stadium,895.0,66.0,84.0,49.0,51.0,28.0,13.0,3.0,2.0,2.0,130.0,2020,30,0,1,0,895.0,895.0,66.0,66.0,84.0,84.0,49.0,49.0,51.0,51.0,28.0,28.0,13.0,13.0,3.0,3.0,2.0,2.0,2.0,2.0,130.0,130.0,0.5833333333333334,0.5833333333333334,0.4642857142857143,0.4642857142857143,0.6666666666666666,0.6666666666666666,5.966666666666667,5.966666666666667,285,2,0,1,1.5,LAC,KC,20.0,23.0,SoFi Stadium,895.0,66.0,84.0,49.0,51.0,28.0,13.0,3.0,2.0,2.0,130.0,0,1,0,895.0,895.0,66.0,66.0,84.0,84.0,49.0,49.0,51.0,51.0,28.0,28.0,13.0,13.0,3.0,3.0,2.0,2.0,2.0,2.0,130.0,130.0,0.5833333333333334,0.5833333333333334,0.4642857142857143,0.4642857142857143,0.6666666666666666,0.6666666666666666,5.966666666666667,5.966666666666667,479.6666666666667,652.6666666666666,34.0,49.666666666666664,51.666666666666664,80.0,31.333333333333332,44.666666666666664,25.333333333333332,40.333333333333336,17.666666666666668,26.333333333333332,8.0,9.666666666666666,1.0,2.6666666666666665,0.6666666666666666,1.0,6.666666666666667,4.666666666666667,83.66666666666667,148.0,0.41186114880144736,0.5598189774637349,0.3042857142857143,0.37370600414078675,0.5,0.5,3.7328803138777658,5.025209831527682,1,7,False,150.0,150.0,5.366666666666666,5.366666666666666,0.34,0.34,0.29833333333333334,0.29833333333333334,0.0,3.0,0.0,1.0,14.666666666666666,24.333333333333332,29.0,12.0,1.0,4.0,0.2,0.8,17.4,27.0,24.4,15.4,-14.333333333333334,12.333333333333334,0.0,1.0,-3.0,3.0,True,False,False,True,True,True,0.5833333333333334,0.5833333333333334,10.654761904761905,10.654761904761905,13.56060606060606,13.56060606060606,0.56,0.56,0.4642857142857143,0.4642857142857143,0.6666666666666666,0.6666666666666666,AFC_WEST,AFC_WEST,True,0.3333333333333333,0.5,0,False,False,True,True,False,False,,,0.0,1,0.0,20.0,-3.0,0.0,1,0.0,23.0,3.0,0.0,-6.0,-3.0,1,1,2,3,3,6
2020-09-20,SEA,NE,35.0,30.0,CenturyLink Field,893.0,56.0,75.0,51.0,50.0,19.0,10.0,1.0,1.0,2.0,80.0,2020,31,1,0,0,893.0,893.0,56.0,56.0,75.0,75.0,51.0,51.0,50.0,50.0,19.0,19.0,10.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,80.0,80.0,0.68,0.68,0.5263157894736842,0.5263157894736842,1.0,1.0,6.816793893129771,6.816793893129771,286,0,0,0,0.0,SEA,NE,35.0,30.0,CenturyLink Field,893.0,56.0,75.0,51.0,50.0,19.0,10.0,1.0,1.0,2.0,80.0,1,0,0,893.0,893.0,56.0,56.0,75.0,75.0,51.0,51.0,50.0,50.0,19.0,19.0,10.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,80.0,80.0,0.68,0.68,0.5263157894736842,0.5263157894736842,1.0,1.0,6.816793893129771,6.816793893129771,726.6666666666666,628.3333333333334,57.0,53.333333333333336,67.33333333333333,78.66666666666667,39.0,40.666666666666664,39.666666666666664,40.666666666666664,24.666666666666668,28.0,10.0,11.0,2.3333333333333335,2.0,1.0,0.6666666666666666,3.3333333333333335,3.3333333333333335,82.66666666666667,107.33333333333333,0.5780240104183766,0.5178763440860216,0.4158922558922559,0.39398224168339113,0.4444444444444444,0.27777777777777773,5.846347222222222,4.772037141602358,1,1,True,131.0,131.0,6.129770992366412,6.129770992366412,0.3816793893129771,0.3816793893129771,0.34083969465648856,0.34083969465648856,1.0,2.0,0.3333333333333333,0.6666666666666666,23.666666666666668,24.333333333333332,27.666666666666668,17.0,2.0,3.0,0.4,0.6,25.4,25.2,29.4,17.6,-4.0,7.333333333333333,1.0,0.0,5.0,5.0,True,False,False,True,True,True,0.68,0.68,11.906666666666666,11.906666666666666,15.946428571428571,15.946428571428571,0.5725190839694656,0.5725190839694656,0.5263157894736842,0.5263157894736842,1.0,1.0,NFC_WEST,AFC_EAST,False,0.5,0.5,0,False,False,True,True,False,False,,,1.0,1,1.0,35.0,5.0,1.0,1,1.0,30.0,-5.0,0.0,10.0,5.0,6,6,8,7,6,3
2020-09-21,LV,NO,34.0,24.0,Allegiant Stadium,801.0,54.0,79.0,54.0,54.0,28.0,17.0,2.0,2.0,3.0,142.0,2020,32,1,0,0,801.0,801.0,54.0,54.0,79.0,79.0,54.0,54.0,54.0,54.0,28.0,28.0,17.0,17.0,2.0,2.0,2.0,2.0,3.0,3.0,142.0,142.0,0.6835443037974683,0.6835443037974683,0.6071428571428571,0.6071428571428571,1.0,1.0,6.022556390977444,6.022556390977444,287,0,0,0,0.0,LV,NO,34.0,24.0,Allegiant Stadium,801.0,54.0,79.0,54.0,54.0,28.0,17.0,2.0,2.0,3.0,142.0,1,0,0,801.0,801.0,54.0,54.0,79.0,79.0,54.0,54.0,54.0,54.0,28.0,28.0,17.0,17.0,2.0,2.0,2.0,2.0,3.0,3.0,142.0,142.0,0.6835443037974683,0.6835443037974683,0.6071428571428571,0.6071428571428571,1.0,1.0,6.022556390977444,6.022556390977444,0.0,703.0,0.0,48.666666666666664,0.0,83.0,0.0,48.0,0.0,40.333333333333336,0.0,26.0,0.0,8.666666666666666,0.0,2.6666666666666665,0.0,1.0,0.0,3.0,0.0,121.0,0.0,0.5788781499624873,0.0,0.33367521367521363,0.0,0.3333333333333333,0.0,5.36408742708553,1,4,False,133.0,133.0,5.007518796992481,5.007518796992481,0.40601503759398494,0.40601503759398494,0.3011278195488722,0.3011278195488722,0.0,3.0,0.0,1.0,0.0,35.333333333333336,0.0,18.666666666666668,0.0,5.0,0.0,1.0,0.0,35.2,0.0,19.6,0.0,16.666666666666668,1.0,0.0,10.0,10.0,True,False,False,False,False,True,0.6835443037974683,0.6835443037974683,10.139240506329115,10.139240506329115,14.833333333333334,14.833333333333334,0.5939849624060151,0.5939849624060151,0.6071428571428571,0.6071428571428571,1.0,1.0,AFC_WEST,NFC_SOUTH,False,0.5,0.5,0,False,False,True,False,True,False,,,1.0,1,1.0,34.0,10.0,1.0,1,1.0,24.0,-10.0,0.0,20.0,10.0,6,6,8,4,7,1
2020-09-24,JAX,MIA,13.0,31.0,TIAA Bank Stadium,612.0,53.0,67.0,48.0,44.0,23.0,10.0,4.0,1.0,2.0,114.0,2020,33,0,1,0,612.0,612.0,53.0,53.0,67.0,67.0,48.0,48.0,44.0,44.0,23.0,23.0,10.0,10.0,4.0,4.0,1.0,1.0,2.0,2.0,114.0,114.0,0.7164179104477612,0.7164179104477612,0.43478260869565216,0.43478260869565216,0.25,0.25,5.1,5.1,288,0,0,0,0.0,JAX,MIA,13.0,31.0,TIAA Bank Stadium,612.0,53.0,67.0,48.0,44.0,23.0,10.0,4.0,1.0,2.0,114.0,0,1,0,612.0,612.0,53.0,53.0,67.0,67.0,48.0,48.0,44.0,44.0,23.0,23.0,10.0,10.0,4.0,4.0,1.0,1.0,2.0,2.0,114.0,114.0,0.7164179104477612,0.7164179104477612,0.43478260869565216,0.43478260869565216,0.25,0.25,5.1,5.1,697.6666666666666,721.6666666666666,49.666666666666664,59.0,70.0,67.33333333333333,46.0,41.333333333333336,41.333333333333336,45.333333333333336,23.666666666666668,22.0,10.666666666666666,8.333333333333334,2.6666666666666665,1.6666666666666667,1.0,0.6666666666666666,2.6666666666666665,4.666666666666667,123.33333333333333,81.66666666666667,0.6570008285004143,0.6199255936098041,0.4479578392621871,0.38095238095238093,0.27777777777777773,0.4444444444444444,5.833071710994523,5.70194800463653,-1,-2,True,120.0,120.0,4.35,4.35,0.36666666666666664,0.36666666666666664,0.255,0.255,2.0,1.0,0.6666666666666666,0.3333333333333333,25.0,19.333333333333332,28.333333333333332,27.0,2.0,1.0,0.4,0.2,17.8,20.6,27.8,28.8,-3.3333333333333335,-7.666666666666667,0.5,0.5,-18.0,18.0,True,True,True,False,False,False,0.7164179104477612,0.7164179104477612,9.134328358208956,9.134328358208956,11.547169811320755,11.547169811320755,0.5583333333333333,0.5583333333333333,0.43478260869565216,0.43478260869565216,0.25,0.25,AFC_SOUTH,AFC_EAST,False,0.5,0.5,0,False,False,True,False,False,True,,,1.0,2,0.5,20.0,-5.5,1.0,2,0.5,21.0,4.0,0.0,-9.5,-1.0,3,3,2,2,2,6
2020-09-27,ATL,CHI,26.0,30.0,Mercedes-Benz Stadium,808.0,50.0,94.0,48.0,45.0,28.0,8.0,2.0,1.0,5.0,155.0,2020,34,0,1,0,808.0,808.0,50.0,50.0,94.0,94.0,48.0,48.0,45.0,45.0,28.0,28.0,8.0,8.0,2.0,2.0,1.0,1.0,5.0,5.0,155.0,155.0,0.5106382978723404,0.5106382978723404,0.2857142857142857,0.2857142857142857,0.5,0.5,5.611111111111111,5.611111111111111,289,0,0,0,0.0,ATL,CHI,26.0,30.0,Mercedes-Benz Stadium,808.0,50.0,94.0,48.0,45.0,28.0,8.0,2.0,1.0,5.0,155.0,0,1,0,808.0,808.0,50.0,50.0,94.0,94.0,48.0,48.0,45.0,45.0,28.0,28.0,8.0,8.0,2.0,2.0,1.0,1.0,5.0,5.0,155.0,155.0,0.5106382978723404,0.5106382978723404,0.2857142857142857,0.2857142857142857,0.5,0.5,5.611111111111111,5.611111111111111,833.6666666666666,711.0,48.666666666666664,56.0,86.0,77.33333333333333,54.0,42.333333333333336,48.0,39.333333333333336,24.0,29.0,9.333333333333334,11.0,3.0,3.3333333333333335,1.3333333333333333,1.0,4.0,3.3333333333333335,106.66666666666667,88.0,0.6231192253443002,0.5543010752688172,0.38959644756746203,0.37876543209876545,0.31666666666666665,0.38888888888888884,6.189095150730857,5.331539986721399,-2,3,False,144.0,144.0,4.048611111111111,4.048611111111111,0.3125,0.3125,0.28055555555555556,0.28055555555555556,2.0,2.0,0.6666666666666666,0.6666666666666666,29.666666666666668,20.333333333333332,23.333333333333332,21.0,2.0,3.0,0.4,0.6,25.8,18.4,26.2,20.0,6.333333333333333,-0.6666666666666666,0.0,1.0,-4.0,4.0,True,False,False,True,True,True,0.5106382978723404,0.5106382978723404,8.595744680851064,8.595744680851064,16.16,16.16,0.6527777777777778,0.6527777777777778,0.2857142857142857,0.2857142857142857,0.5,0.5,NFC_SOUTH,NFC_NORTH,False,0.5,0.5,0,False,False,True,True,False,False,,,0.0,2,0.0,25.5,-8.5,0.0,2,0.0,28.5,4.0,0.0,-12.5,-3.0,1,1,4,7,2,6
2020-09-27,BUF,LA,35.0,32.0,New Era Field,855.0,53.0,72.0,47.0,51.0,20.0,11.0,2.0,1.0,4.0,85.0,2020,35,1,0,0,855.0,855.0,53.0,53.0,72.0,72.0,47.0,47.0,51.0,51.0,20.0,20.0,11.0,11.0,2.0,2.0,1.0,1.0,4.0,4.0,85.0,85.0,0.6527777777777778,0.6527777777777778,0.55,0.55,0.5,0.5,6.84,6.84,290,0,0,0,0.0,BUF,LA,35.0,32.0,New Era Field,855.0,53.0,72.0,47.0,51.0,20.0,11.0,2.0,1.0,4.0,85.0,1,0,0,855.0,855.0,53.0,53.0,72.0,72.0,47.0,47.0,51.0,51.0,20.0,20.0,11.0,11.0,2.0,2.0,1.0,1.0,4.0,4.0,85.0,85.0,0.6527777777777778,0.6527777777777778,0.55,0.55,0.5,0.5,6.84,6.84,568.6666666666666,769.0,50.0,57.666666666666664,79.33333333333333,76.0,43.666666666666664,46.0,37.0,47.666666666666664,27.0,24.0,9.0,11.333333333333334,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,4.333333333333333,4.333333333333333,123.33333333333333,56.0,0.5453283379407342,0.6067987498723816,0.3371428571428572,0.47154589371980676,0.3333333333333333,0.38888888888888884,4.389957454789545,5.75448207422184,2,3,True,125.0,125.0,5.4,5.4,0.408,0.408,0.34199999999999997,0.34199999999999997,1.0,1.0,0.3333333333333333,0.3333333333333333,16.666666666666668,29.666666666666668,18.0,32.333333333333336,3.0,2.0,0.6,0.4,18.8,27.0,13.2,24.2,-1.3333333333333333,-2.6666666666666665,1.0,0.5,3.0,3.0,True,False,True,True,True,True,0.6527777777777778,0.6527777777777778,11.875,11.875,16.132075471698112,16.132075471698112,0.576,0.576,0.55,0.55,0.5,0.5,AFC_EAST,NFC_EAST,False,0.5,0.5,0,False,False,True,True,False,False,,,2.0,2,1.0,31.0,6.5,1.0,2,0.5,34.5,7.5,0.5,-1.0,-3.5,6,3,7,8,6,7
2020-09-27,CLE,WAS,34.0,20.0,FirstEnergy Stadium,609.0,59.0,65.0,37.0,37.0,25.0,10.0,2.0,2.0,8.0,90.0,2020,36,1,0,0,609.0,609.0,59.0,59.0,65.0,65.0,37.0,37.0,37.0,37.0,25.0,25.0,10.0,10.0,2.0,2.0,2.0,2.0,8.0,8.0,90.0,90.0,0.5692307692307692,0.5692307692307692,0.4,0.4,1.0,1.0,4.911290322580645,4.911290322580645,291,0,0,0,0.0,CLE,WAS,34.0,20.0,FirstEnergy Stadium,609.0,59.0,65.0,37.0,37.0,25.0,10.0,2.0,2.0,8.0,90.0,1,0,0,609.0,609.0,59.0,59.0,65.0,65.0,37.0,37.0,37.0,37.0,25.0,25.0,10.0,10.0,2.0,2.0,2.0,2.0,8.0,8.0,90.0,90.0,0.5692307692307692,0.5692307692307692,0.4,0.4,1.0,1.0,4.911290322580645,4.911290322580645,764.3333333333334,715.0,58.666666666666664,56.333333333333336,73.0,72.33333333333333,42.333333333333336,40.0,48.0,37.333333333333336,24.333333333333332,26.666666666666668,11.0,9.666666666666666,3.3333333333333335,3.0,2.3333333333333335,2.0,3.6666666666666665,3.6666666666666665,120.66666666666667,96.33333333333333,0.5768025078369906,0.5519898198379211,0.4504830917874396,0.36254789272030646,0.4523809523809524,0.75,5.8296638680218,5.541817453585902,1,-1,True,124.0,124.0,2.0080645161290325,2.0080645161290325,0.29838709677419356,0.29838709677419356,0.24556451612903224,0.24556451612903224,2.0,0.0,0.6666666666666666,0.0,25.666666666666668,15.333333333333334,26.666666666666668,32.333333333333336,4.0,1.0,0.8,0.2,27.8,16.8,22.2,28.4,-1.0,-17.0,1.0,0.0,14.0,14.0,True,False,False,False,False,True,0.5692307692307692,0.5692307692307692,9.36923076923077,9.36923076923077,10.322033898305085,10.322033898305085,0.5241935483870968,0.5241935483870968,0.4,0.4,1.0,1.0,AFC_NORTH,NFC_EAST,False,0.5,0.5,0,False,False,True,True,False,False,,,2.0,2,1.0,34.5,9.5,2.0,2,1.0,17.5,-14.5,0.0,24.0,17.0,6,6,8,1,7,1
2020-09-27,MIN,TEN,30.0,31.0,U.S. Bank Stadium,908.0,67.0,70.0,39.0,45.0,23.0,7.0,2.0,1.0,7.0,65.0,2020,37,0,1,0,908.0,908.0,67.0,67.0,70.0,70.0,39.0,39.0,45.0,45.0,23.0,23.0,7.0,7.0,2.0,2.0,1.0,1.0,7.0,7.0,65.0,65.0,0.5571428571428572,0.5571428571428572,0.30434782608695654,0.30434782608695654,0.5,0.5,6.627737226277373,6.627737226277373,292,0,0,0,0.0,MIN,TEN,30.0,31.0,U.S. Bank Stadium,908.0,67.0,70.0,39.0,45.0,23.0,7.0,2.0,1.0,7.0,65.0,0,1,0,908.0,908.0,67.0,67.0,70.0,70.0,39.0,39.0,45.0,45.0,23.0,23.0,7.0,7.0,2.0,2.0,1.0,1.0,7.0,7.0,65.0,65.0,0.5571428571428572,0.5571428571428572,0.30434782608695654,0.30434782608695654,0.5,0.5,6.627737226277373,6.627737226277373,690.3333333333334,489.3333333333333,54.666666666666664,41.333333333333336,71.66666666666667,46.0,43.666666666666664,28.666666666666668,40.333333333333336,30.0,23.666666666666668,15.666666666666666,9.666666666666666,6.0,2.3333333333333335,2.0,0.6666666666666666,1.0,4.333333333333333,1.6666666666666667,69.0,55.0,0.6132516925527679,0.4120360513803137,0.4265855307640298,0.2545454545454546,0.27777777777777773,0.3333333333333333,5.4642339930952675,3.751163017031631,-4,3,False,137.0,137.0,4.328467153284672,4.328467153284672,0.3284671532846715,0.3284671532846715,0.33138686131386863,0.33138686131386863,0.0,3.0,0.0,1.0,21.0,31.0,29.0,16.333333333333332,2.0,4.0,0.4,0.8,22.0,28.8,23.4,19.2,-8.0,14.666666666666666,0.0,1.0,-1.0,1.0,True,False,False,True,True,True,0.5571428571428572,0.5571428571428572,12.971428571428572,12.971428571428572,13.552238805970148,13.552238805970148,0.5109489051094891,0.5109489051094891,0.30434782608695654,0.30434782608695654,0.5,0.5,NFC_NORTH,AFC_SOUTH,False,0.5,0.5,0,False,False,True,True,False,False,,,0.0,2,0.0,32.0,-5.0,0.0,2,0.0,23.5,1.5,0.0,-6.5,8.5,1,1,7,4,3,5
2020-09-27,NE,LV,36.0,20.0,Gillette Stadium,781.0,60.0,64.0,41.0,47.0,20.0,6.0,0.0,0.0,4.0,73.0,2020,38,1,0,0,781.0,781.0,60.0,60.0,64.0,64.0,41.0,41.0,47.0,47.0,20.0,20.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,73.0,73.0,0.640625,0.640625,0.3,0.3,0.0,0.0,6.298387096774194,6.298387096774194,293,0,0,0,0.0,NE,LV,36.0,20.0,Gillette Stadium,781.0,60.0,64.0,41.0,47.0,20.0,6.0,0.0,0.0,4.0,73.0,1,0,0,781.0,781.0,60.0,60.0,64.0,64.0,41.0,41.0,47.0,47.0,20.0,20.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,73.0,73.0,0.640625,0.640625,0.3,0.3,0.0,0.0,6.298387096774194,6.298387096774194,684.3333333333334,762.0,59.0,61.0,64.0,66.0,39.666666666666664,44.0,42.333333333333336,45.0,22.333333333333332,24.0,8.666666666666666,13.0,2.0,2.0,1.0,1.0,3.6666666666666665,1.0,82.33333333333333,105.0,0.624852395411606,0.6666666666666666,0.3898412698412699,0.5416666666666666,0.5,0.5,5.560699453551912,6.0,-1,2,True,124.0,124.0,4.846774193548387,4.846774193548387,0.3790322580645161,0.3790322580645161,0.3149193548387097,0.3149193548387097,2.0,1.0,0.6666666666666666,0.3333333333333333,23.0,34.0,18.333333333333332,30.0,3.0,1.0,0.6,0.2,19.6,34.0,17.4,30.0,4.666666666666667,4.0,1.0,0.5,16.0,16.0,True,False,True,False,False,False,0.640625,0.640625,12.203125,12.203125,13.016666666666667,13.016666666666667,0.5161290322580645,0.5161290322580645,0.3,0.3,0.0,0.0,AFC_EAST,AFC_WEST,False,0.5,0.5,0,False,False,True,True,False,False,,,2.0,2,1.0,28.5,13.0,1.0,2,0.5,27.0,-6.0,0.5,19.0,1.5,6,3,6,6,8,2
